2018-05-03 12:39:27.967 JST [136576] LOG:  received fast shutdown request
2018-05-03 12:41:36.351 JST [137226] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:41:36.410 JST [137226] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.04 s
2018-05-03 12:41:41.402 JST [137245] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:41:46.389 JST [137266] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:41:46.642 JST [137266] LOG:  automatic analyze of table "postgres.public.pgbench_history" system usage: CPU: user: 0.19 s, system: 0.04 s, elapsed: 0.24 s
2018-05-03 12:41:46.700 JST [137266] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.04 s
2018-05-03 12:41:51.393 JST [137288] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:41:51.451 JST [137288] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.04 s
2018-05-03 12:41:56.405 JST [137309] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:42:01.427 JST [137330] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:42:01.487 JST [137330] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.04 s
2018-05-03 12:42:06.403 JST [137351] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:42:06.692 JST [137351] LOG:  automatic analyze of table "postgres.public.pgbench_history" system usage: CPU: user: 0.22 s, system: 0.04 s, elapsed: 0.27 s
2018-05-03 12:42:11.449 JST [137372] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:42:16.435 JST [137390] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:42:21.472 JST [137411] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:42:26.432 JST [137432] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:42:26.754 JST [137432] LOG:  automatic analyze of table "postgres.public.pgbench_history" system usage: CPU: user: 0.24 s, system: 0.05 s, elapsed: 0.31 s
2018-05-03 12:42:31.471 JST [137453] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:42:36.433 JST [137482] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:42:41.441 JST [137503] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:42:41.502 JST [137503] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:42:46.449 JST [137524] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:42:46.826 JST [137524] LOG:  automatic analyze of table "postgres.public.pgbench_history" system usage: CPU: user: 0.27 s, system: 0.08 s, elapsed: 0.36 s
2018-05-03 12:42:51.479 JST [137544] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.01 s, elapsed: 0.05 s
2018-05-03 12:42:56.470 JST [137563] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:43:01.524 JST [137584] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.05 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:43:06.483 JST [137605] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:43:11.487 JST [137626] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:43:11.898 JST [137626] LOG:  automatic analyze of table "postgres.public.pgbench_history" system usage: CPU: user: 0.30 s, system: 0.08 s, elapsed: 0.40 s
2018-05-03 12:43:11.958 JST [137626] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.04 s
2018-05-03 12:43:21.490 JST [137668] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:43:21.551 JST [137668] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:43:31.514 JST [137707] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:43:31.575 JST [137707] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:43:36.520 JST [137736] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:43:41.607 JST [137757] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:43:42.039 JST [137757] LOG:  automatic analyze of table "postgres.public.pgbench_history" system usage: CPU: user: 0.30 s, system: 0.09 s, elapsed: 0.42 s
2018-05-03 12:43:42.098 JST [137757] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.04 s
2018-05-03 12:43:51.529 JST [137799] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:43:51.590 JST [137799] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:43:56.546 JST [137820] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:44:01.582 JST [137841] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:44:06.547 JST [137862] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:44:11.989 JST [137883] LOG:  automatic analyze of table "postgres.public.pgbench_history" system usage: CPU: user: 0.33 s, system: 0.09 s, elapsed: 0.44 s
2018-05-03 12:44:12.052 JST [137883] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:44:16.686 JST [137901] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:44:21.566 JST [137922] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:44:21.628 JST [137922] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:44:26.597 JST [137943] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:44:26.659 JST [137943] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:44:32.582 JST [137964] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.90 s, system: 0.10 s, elapsed: 1.01 s
2018-05-03 12:44:36.602 JST [137992] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:44:41.597 JST [138012] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:44:46.603 JST [138033] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:44:47.052 JST [138033] LOG:  automatic analyze of table "postgres.public.pgbench_history" system usage: CPU: user: 0.31 s, system: 0.10 s, elapsed: 0.43 s
2018-05-03 12:44:47.113 JST [138033] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:44:51.607 JST [138054] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:44:56.613 JST [138075] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:44:56.676 JST [138075] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:45:01.619 JST [138096] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:45:06.617 JST [138117] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:45:06.677 JST [138117] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.04 s
2018-05-03 12:45:16.629 JST [138159] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:45:16.690 JST [138159] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.04 s
2018-05-03 12:45:26.641 JST [138201] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:45:27.135 JST [138201] LOG:  automatic analyze of table "postgres.public.pgbench_history" system usage: CPU: user: 0.34 s, system: 0.10 s, elapsed: 0.46 s
2018-05-03 12:45:27.194 JST [138201] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.04 s
2018-05-03 12:45:36.665 JST [138248] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:45:36.730 JST [138248] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:45:46.673 JST [138290] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:45:46.763 JST [138290] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:45:56.674 JST [138332] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:45:56.734 JST [138332] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.04 s
2018-05-03 12:46:06.686 JST [138374] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:46:06.749 JST [138374] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:46:16.697 JST [138416] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:46:17.197 JST [138416] LOG:  automatic analyze of table "postgres.public.pgbench_history" system usage: CPU: user: 0.32 s, system: 0.10 s, elapsed: 0.44 s
2018-05-03 12:46:17.256 JST [138416] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.04 s
2018-05-03 12:46:26.717 JST [138455] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:46:26.781 JST [138455] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:46:36.730 JST [138505] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:46:36.796 JST [138505] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:46:46.739 JST [138547] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2018-05-03 12:46:46.850 JST [138547] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.05 s
2018-05-03 12:46:49.710 JST [136652] PANIC:  could not write to file "pg_wal/xlogtemp.136652": No space left on device
2018-05-03 12:46:49.710 JST [136652] STATEMENT:  END;
2018-05-03 12:46:50.240 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.259 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.260 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.292 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.293 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.327 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.328 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.362 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.363 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.397 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.398 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.431 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.432 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.466 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.467 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.501 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.501 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.535 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.536 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.569 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.570 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.604 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.605 JST [136639] LOG:  could not open temporary statistics file "pg_stat_tmp/global.tmp": No space left on device
2018-05-03 12:46:50.638 JST [136639] LOG:  could 
