2018-05-09 18:40:42.195 JST [95317] LOG:  received fast shutdown request
2018-05-09 18:51:46.602 JST [99458] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.00 s, elapsed: 0.01 s
2018-05-09 18:52:01.797 JST [99556] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.09 s
2018-05-09 18:52:46.853 JST [99816] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.01 s
2018-05-09 18:53:01.954 JST [99914] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.05 s, system: 0.00 s, elapsed: 0.09 s
2018-05-09 18:53:38.775 JST [100120] LOG:  automatic analyze of table "postgres.public.pgbench_history" system usage: CPU: user: 0.52 s, system: 0.14 s, elapsed: 1.89 s
2018-05-09 18:53:46.913 JST [100180] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.03 s
2018-05-09 18:54:01.995 JST [100275] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.05 s, system: 0.00 s, elapsed: 0.10 s
2018-05-09 18:54:47.068 JST [100538] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.03 s
2018-05-09 18:55:02.147 JST [100676] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.05 s, system: 0.00 s, elapsed: 0.09 s
2018-05-09 18:55:47.109 JST [100944] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.03 s
2018-05-09 18:56:02.187 JST [101042] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.00 s, elapsed: 0.09 s
2018-05-09 18:56:42.152 JST [101277] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.03 s
2018-05-09 18:57:02.247 JST [101400] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.01 s, elapsed: 0.09 s
2018-05-09 18:57:37.206 JST [101605] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.03 s
2018-05-09 18:58:02.284 JST [101802] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.05 s, system: 0.00 s, elapsed: 0.09 s
2018-05-09 18:58:22.723 JST [101891] LOG:  automatic analyze of table "postgres.public.pgbench_history" system usage: CPU: user: 0.58 s, system: 0.14 s, elapsed: 5.42 s
2018-05-09 18:58:32.339 JST [101981] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.00 s, elapsed: 0.03 s
2018-05-09 18:59:02.461 JST [102164] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.06 s, system: 0.00 s, elapsed: 0.12 s
2018-05-09 18:59:32.393 JST [102339] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.03 s
2018-05-09 19:00:02.500 JST [102533] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.05 s, system: 0.01 s, elapsed: 0.12 s
2018-05-09 19:00:27.425 JST [102679] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.00 s, elapsed: 0.03 s
2018-05-09 19:01:02.547 JST [102913] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.04 s, system: 0.01 s, elapsed: 0.12 s
2018-05-09 19:01:22.465 JST [103033] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.00 s, elapsed: 0.03 s
2018-05-09 19:02:02.584 JST [103277] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.05 s, system: 0.01 s, elapsed: 0.12 s
2018-05-09 19:02:17.516 JST [103363] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.00 s, elapsed: 0.03 s
2018-05-09 19:02:57.640 JST [103598] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.05 s, system: 0.00 s, elapsed: 0.12 s
2018-05-09 19:03:12.550 JST [103696] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.00 s, elapsed: 0.03 s
2018-05-09 19:03:57.682 JST [103961] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.05 s, system: 0.01 s, elapsed: 0.13 s
2018-05-09 19:04:07.605 JST [104024] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.00 s, elapsed: 0.03 s
2018-05-09 19:04:32.510 JST [104114] LOG:  automatic analyze of table "postgres.public.pgbench_history" system usage: CPU: user: 0.59 s, system: 0.19 s, elapsed: 9.92 s
2018-05-09 19:04:52.821 JST [104289] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.06 s, system: 0.01 s, elapsed: 0.16 s
2018-05-09 19:05:02.729 JST [104357] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.00 s, elapsed: 0.06 s
2018-05-09 19:05:47.855 JST [104624] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.06 s, system: 0.00 s, elapsed: 0.15 s
2018-05-09 19:05:57.759 JST [104684] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.00 s, elapsed: 0.06 s
2018-05-09 19:06:42.893 JST [104958] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.06 s, system: 0.01 s, elapsed: 0.15 s
2018-05-09 19:06:52.814 JST [105013] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.00 s, elapsed: 0.06 s
2018-05-09 19:07:37.949 JST [105287] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.06 s, system: 0.01 s, elapsed: 0.15 s
2018-05-09 19:07:47.857 JST [105347] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.00 s, elapsed: 0.06 s
2018-05-09 19:08:32.978 JST [105620] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.06 s, system: 0.00 s, elapsed: 0.15 s
2018-05-09 19:08:42.889 JST [105680] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.00 s, elapsed: 0.06 s
2018-05-09 19:09:28.018 JST [105953] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.06 s, system: 0.01 s, elapsed: 0.16 s
2018-05-09 19:09:37.936 JST [106008] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.00 s, elapsed: 0.06 s
2018-05-09 19:10:23.079 JST [106289] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.05 s, system: 0.01 s, elapsed: 0.15 s
2018-05-09 19:10:32.989 JST [106349] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.00 s, elapsed: 0.06 s
2018-05-09 19:10:43.926 JST [95372] LOG:  checkpoint starting: time
2018-05-09 19:11:28.145 JST [106685] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.06 s, system: 0.01 s, elapsed: 0.15 s
2018-05-09 19:11:43.077 JST [106770] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.00 s, elapsed: 0.06 s
2018-05-09 19:12:43.309 JST [107135] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.06 s, system: 0.01 s, elapsed: 0.22 s
2018-05-09 19:12:48.251 JST [107160] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.00 s, elapsed: 0.15 s
2018-05-09 19:12:53.374 JST [107105] LOG:  automatic analyze of table "postgres.public.pgbench_history" system usage: CPU: user: 0.67 s, system: 0.22 s, elapsed: 15.29 s
2018-05-09 19:13:48.378 JST [107523] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.06 s, system: 0.01 s, elapsed: 0.18 s
2018-05-09 19:13:53.303 JST [107553] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.00 s, elapsed: 0.10 s
2018-05-09 19:14:53.510 JST [107912] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.07 s, system: 0.01 s, elapsed: 0.23 s
2018-05-09 19:14:58.411 JST [107942] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.00 s, elapsed: 0.12 s
2018-05-09 19:15:58.520 JST [108302] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.06 s, system: 0.02 s, elapsed: 0.18 s
2018-05-09 19:16:03.459 JST [108338] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.00 s, elapsed: 0.10 s
2018-05-09 19:16:44.460 JST [95372] LOG:  checkpoint complete: wrote 5084472 buffers (77.6%); 0 WAL file(s) added, 5623 removed, 0 recycled; write=347.924 s, sync=0.097 s, total=360.533 s; sync files=155, longest=0.026 s, average=0.000 s; distance=92124480 kB, estimate=92124480 kB
2018-05-09 19:16:58.600 JST [108664] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.07 s, system: 0.01 s, elapsed: 0.18 s
2018-05-09 19:17:03.516 JST [108702] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.00 s, elapsed: 0.10 s
2018-05-09 19:17:58.658 JST [109025] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.06 s, system: 0.02 s, elapsed: 0.19 s
2018-05-09 19:18:03.581 JST [109061] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.00 s, elapsed: 0.10 s
2018-05-09 19:18:58.715 JST [109386] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.07 s, system: 0.01 s, elapsed: 0.18 s
2018-05-09 19:19:03.629 JST [109424] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.00 s, elapsed: 0.10 s
2018-05-09 19:19:58.850 JST [109750] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.07 s, system: 0.01 s, elapsed: 0.19 s
2018-05-09 19:20:03.780 JST [109789] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.00 s, elapsed: 0.10 s
2018-05-09 19:20:58.906 JST [110115] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.06 s, system: 0.01 s, elapsed: 0.18 s
2018-05-09 19:21:03.821 JST [110153] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.00 s, elapsed: 0.10 s
2018-05-09 19:21:58.946 JST [110478] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.06 s, system: 0.02 s, elapsed: 0.19 s
2018-05-09 19:22:03.876 JST [110511] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.01 s, elapsed: 0.10 s
2018-05-09 19:22:58.988 JST [110837] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.07 s, system: 0.01 s, elapsed: 0.18 s
2018-05-09 19:23:03.913 JST [110875] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.01 s, system: 0.01 s, elapsed: 0.10 s
2018-05-09 19:23:59.168 JST [111195] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.01 s, elapsed: 0.30 s
2018-05-09 19:24:04.105 JST [111233] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.01 s, elapsed: 0.24 s
2018-05-09 19:24:10.350 JST [111140] LOG:  automatic analyze of table "postgres.public.pgbench_history" system usage: CPU: user: 0.70 s, system: 0.32 s, elapsed: 21.50 s
2018-05-09 19:24:59.372 JST [111563] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.02 s, elapsed: 0.26 s
2018-05-09 19:25:04.278 JST [111638] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.01 s, elapsed: 0.17 s
2018-05-09 19:25:59.416 JST [111969] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.01 s, elapsed: 0.26 s
2018-05-09 19:26:04.346 JST [111997] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.01 s, elapsed: 0.18 s
2018-05-09 19:26:59.393 JST [112331] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.01 s, elapsed: 0.18 s
2018-05-09 19:26:59.661 JST [112331] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.01 s, elapsed: 0.25 s
2018-05-09 19:27:59.445 JST [112691] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.01 s, elapsed: 0.18 s
2018-05-09 19:27:59.721 JST [112691] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.01 s, elapsed: 0.26 s
2018-05-09 19:28:59.685 JST [113095] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.00 s, elapsed: 0.17 s
2018-05-09 19:28:59.958 JST [113095] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.07 s, system: 0.02 s, elapsed: 0.26 s
2018-05-09 19:29:54.717 JST [113421] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.01 s, elapsed: 0.17 s
2018-05-09 19:29:59.795 JST [113456] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.07 s, system: 0.02 s, elapsed: 0.26 s
2018-05-09 19:30:54.876 JST [113785] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.01 s, elapsed: 0.18 s
2018-05-09 19:30:59.967 JST [113823] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.01 s, elapsed: 0.26 s
2018-05-09 19:31:49.908 JST [114119] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.01 s, elapsed: 0.17 s
2018-05-09 19:32:00.014 JST [114183] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.07 s, system: 0.02 s, elapsed: 0.26 s
2018-05-09 19:32:44.964 JST [114449] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.01 s, elapsed: 0.18 s
2018-05-09 19:33:00.053 JST [114547] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.01 s, elapsed: 0.26 s
2018-05-09 19:33:40.001 JST [114783] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.01 s, elapsed: 0.18 s
2018-05-09 19:34:00.213 JST [114907] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.02 s, elapsed: 0.26 s
2018-05-09 19:34:35.147 JST [115112] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.01 s, elapsed: 0.17 s
2018-05-09 19:35:00.239 JST [115270] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.01 s, elapsed: 0.26 s
2018-05-09 19:35:30.184 JST [115445] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.01 s, elapsed: 0.17 s
2018-05-09 19:35:55.376 JST [115595] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.01 s, elapsed: 0.26 s
2018-05-09 19:36:25.319 JST [115778] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.01 s, elapsed: 0.18 s
2018-05-09 19:36:55.434 JST [115954] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.02 s, elapsed: 0.26 s
2018-05-09 19:37:20.364 JST [116107] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.00 s, elapsed: 0.17 s
2018-05-09 19:37:55.652 JST [116321] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.43 s
2018-05-09 19:38:00.216 JST [116359] LOG:  starting vacuum on "pgbench_tellers"
2018-05-09 19:38:01.669 JST [116359] LOG:  automatic vacuum of table "postgres.public.pgbench_tellers": index scans: 1
	pages: 0 removed, 5388 remain, 0 skipped due to pins, 0 skipped frozen
	tuples: 116600 removed, 454905 remain, 378669 are dead but not yet removable, oldest xmin: 61173054
	buffer usage: 16009 hits, 1 misses, 202 dirtied
	avg read rate: 0.005 MB/s, avg write rate: 1.087 MB/s
	system usage: CPU: user: 0.22 s, system: 0.03 s, elapsed: 1.45 s
2018-05-09 19:38:04.683 JST [116227] LOG:  automatic analyze of table "postgres.public.pgbench_history" system usage: CPU: user: 0.71 s, system: 0.32 s, elapsed: 24.49 s
2018-05-09 19:38:15.467 JST [116449] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.25 s
2018-05-09 19:38:55.587 JST [116684] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 19:39:10.509 JST [116784] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.02 s, elapsed: 0.25 s
2018-05-09 19:39:55.646 JST [117044] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 19:40:05.557 JST [117118] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.00 s, elapsed: 0.24 s
2018-05-09 19:40:43.681 JST [95372] LOG:  checkpoint starting: time
2018-05-09 19:40:55.677 JST [117414] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 19:41:05.598 JST [117482] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.02 s, elapsed: 0.24 s
2018-05-09 19:42:05.736 JST [117840] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.03 s, elapsed: 0.33 s
2018-05-09 19:42:15.662 JST [117901] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.25 s
2018-05-09 19:43:15.798 JST [118261] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 19:43:20.716 JST [118291] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.25 s
2018-05-09 19:44:20.814 JST [118651] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 19:44:25.764 JST [118679] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.02 s, elapsed: 0.25 s
2018-05-09 19:45:26.551 JST [119042] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.03 s, elapsed: 1.00 s
2018-05-09 19:45:30.822 JST [119072] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.27 s
2018-05-09 19:46:30.878 JST [119432] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.27 s
2018-05-09 19:46:31.222 JST [119432] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 19:46:56.302 JST [95372] LOG:  checkpoint complete: wrote 4765673 buffers (72.7%); 0 WAL file(s) added, 5243 removed, 26 recycled; write=359.402 s, sync=0.082 s, total=372.620 s; sync files=139, longest=0.051 s, average=0.000 s; distance=86324662 kB, estimate=91544498 kB
2018-05-09 19:47:31.011 JST [119796] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.27 s
2018-05-09 19:47:31.356 JST [119796] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 19:48:31.066 JST [120154] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.27 s
